Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Acc3_X,Acc3_Y,Acc3_Z,AccF1_X,AccF1_Y,AccF1_Z,AccF2_X,AccF2_Y,AccF2_Z,AccF3_X,AccF3_Y,AccF3_Z,Vel1_X,Vel1_Y,Vel1_Z,Vel2_X,Vel2_Y,Vel2_Z,Vel3_X,Vel3_Y,Vel3_Z,Pos1_X,Pos1_Y,Pos1_Z,Pos2_X,Pos2_Y,Pos2_Z,Pos3_X,Pos3_Y,Pos3_Z
0.85,0.03145946821791602,-0.009197292480146177,-1.050297915674634,-0.013897950828240298,-0.057456949410546666,-1.016762285850144,0.003065552792774703,0.00870221437948945,-1.007380203225658,0.019516315884172512,-0.006870541858302864,-1.0486230558717529,-0.009169208486126446,-0.01457868443920757,-1.024779813223774,-0.0029155170139957116,0.01165907111626711,-1.0143577588580024,0.0016055552281387226,0.00010696796629531175,0.001461687147425201,0.0024165404188364113,0.0005123212114247643,-0.0007046293324012024,-0.001368782934983219,-0.0001555153304367169,-0.000725980016631017,0.2,0.0,0.0,0.2,0.0,0.55,0.0,0.0,1.05
0.91,0.031561384626594705,-0.019141238455372918,-1.0513503183957509,0.007815117171292036,-0.05417977584622394,-1.0209816236509117,0.010462132977871474,0.011311861356538302,-1.019147970397922,0.023269755637226042,-0.0038621804016680033,-1.0454131196475593,-0.0004587571662495063,-0.011882359198128717,-1.0252494543079558,-0.0026517690632477412,0.011111055576332393,-1.014216903574362,0.0022115542607158947,0.0017714262221816194,0.0018890599114814056,0.005127383974332683,0.001589293102320797,-0.00027657713654802096,0.0001563751238321947,-0.00032293982277166694,8.366989065331052e-05,0.2,0.0,0.0,0.2,0.0,0.55,0.0,0.0,1.05
0.97,0.02164477077914999,-0.00909537607146751,-1.0522113751675737,-0.021889346359575384,-0.043614401731361635,-1.0234347270234512,-0.009321798199478948,0.0019252180143823267,-1.0081713136237935,0.02857112521981317,0.0015910861964861579,-1.0427603987164378,0.011565382810533497,-0.011868071253733424,-1.024157352934321,0.0002475706958715108,0.010421375575164095,-1.0119078793136769,0.0031199330854281325,0.0032093137748445758,0.0015626631307353906,0.007078808055254996,5.8362654310373414e-06,0.0006437861245932878,0.00170902446042195,-0.00040711710331100556,0.0013600554720439202,0.1897687385734944,0.0,0.0,0.2,0.0,0.55,0.0,0.0,1.05
1.03,0.044795335416525556,0.022637434479089058,-1.0647445348463291,0.02674692239067819,0.0029071558778190894,-1.0451201608366998,-0.01203189944985102,0.0242320273681649,-1.0304212935713515,0.03624324078476569,0.008063408173382077,-1.0427010401115235,0.024304296898204677,-0.021490511495918515,-1.0209619181917216,0.005380947963527098,0.009052884057753058,-1.0070864702914295,0.004512811856925364,0.0038087719768104523,3.5482757863911204e-05,0.0074970136982540694,-0.005668681157659999,0.001881589126796327,0.003020616399515374,-0.0008046304368692571,0.0028375185945416657,0.1897687385734944,0.0,0.0,0.2,0.0,0.55,0.0,0.0,1.05
1.09,0.10197389337353943,0.0010856413554466875,-1.0456099399169316,0.04864053224199015,-0.0026007209283667363,-1.0078329895741003,0.035666266655965985,-0.02391511400887087,-0.9856246672769348,0.04701038476168455,0.01353922542761994,-1.0474486642554102,0.03457363549817877,-0.047480255515771355,-1.0158581139735054,0.011824790341046124,0.005671902233786875,-1.000218735790038,0.006341212243206731,0.0032218407992906884,-0.0027972376457902778,0.006041452209888821,-0.015298977359222905,0.003003634932093202,0.0037920999626155877,-0.0019895456204822633,0.004041874634125952,0.1897687385734944,0.0,0.0,0.18813622574985586,0.01672096808453867,0.55,0.0,0.0,1.05
1.15,-0.07707013490387264,0.06611142580287006,-1.0122200717651326,0.07920900578416122,-0.07151320632595251,-1.022551609809337,-0.0062562454067042915,0.010627432393871674,-1.0043146504328835,0.060664085978621364,0.016178195632654355,-1.0581553561190957,0.0398319471844185,-0.0926734529248288,-1.009983312457745,0.018198663016979616,-0.0018179797342138338,-0.9926738289682433,0.008042365601712126,0.0015522757260694612,-0.006304851592680856,0.0030944420000454994,-0.026600634218499394,0.0034574198139997432,0.00375207772151653,-0.004409056883696322,0.0044416516314630585,0.17865013360232374,0.0,0.0,0.18813622574985586,0.03237814951917876,0.55,0.0,0.0,1.05
1.21,0.09014382003315495,0.010079101018235217,-1.0367123532747617,0.03474258141374987,-0.06005767033891327,-1.0054780103364624,0.03999729404828803,-0.030007681411311368,-1.0012490976401087,0.07506184878611293,0.0149093305804936,-1.0733430589745165,0.039368315304221024,-0.15305722838237837,-1.0051594762888263,0.02294126596946487,-0.01599646482382957,-0.9864650197314262,0.008471369421336073,-0.000745975258546512,-0.008939850751055009,-0.0002707825476496159,-0.03554586047300891,0.0028391449445521483,0.002790964704747184,-0.008344820427564289,0.0036543321199478,0.17865013360232374,0.0,0.0,0.18813622574985586,0.053298106111095825,0.55,0.0,0.0,1.05
1.27,0.10398926927515786,-0.007805901898663175,-1.0564209860520413,0.03734756583385312,-0.15420465666567232,-0.9940956106878795,0.025989016914084378,-0.05299891972776041,-0.9641657977275123,0.08602400362308088,0.00932733563825443,-1.0880220206141125,0.03467680085521433,-0.21713208211655463,-1.0031945535588964,0.024694518643661966,-0.03926357337375975,-0.9836559781954818,0.006446492174620619,-0.0032821460617749676,-0.008640039317875286,-0.002760046130917279,-0.037715925836985166,0.001156307698685174,0.0010318880430745716,-0.013695049441618182,0.0016519228079428356,0.17865013360232374,0.0,0.01506647656284597,0.18813622574985586,0.07549683662430709,0.55,0.0,0.01358333672371121,1.05
1.33,0.11814046774319681,-0.05552274274124177,-1.0792868269926714,0.020320058997117245,-0.2876485827881236,-0.9957637209812062,0.01588233547861559,-0.03330175735102679,-0.9746480105028061,0.08902228671998084,-0.0011865137348483971,-1.0946436725845183,0.02875075312141858,-0.26876278792328073,-1.0049294351727618,0.022674356550278343,-0.07274664732258344,-0.9854797541793643,0.001763487223439564,-0.006183979252693264,-0.0038944775535215688,-0.0034880444217386705,-0.03037612564931765,-0.0010225857711635689,-0.0011881068132019738,-0.01971224153740073,-0.0010740401106738412,0.17865013360232374,0.0,0.01506647656284597,0.18813622574985586,0.09338429258581901,0.55,0.0,0.025183546353958156,1.05
1.39,0.13365197650407215,-0.06699141292276033,-1.1594607797468472,0.004857248209137975,-0.4972296121216491,-0.9774145077546114,0.03224526232078873,-0.06362635212163203,-0.971088013711197,0.08196291932850105,-0.01829705930868359,-1.0862934517200722,0.024724542418940475,-0.2936747590301881,-1.0093466969981422,0.016931023410326748,-0.11500276546171176,-0.9914243570594222,-0.004156680202404939,-0.010072754097605996,0.004924642888048252,-0.002369152278619991,-0.014645840889405763,-0.0026020814732865983,-0.0033820419677389186,-0.024875594016049933,-0.0034999681169886132,0.17865013360232374,0.0,0.01506647656284597,0.18813622574985586,0.09338429258581901,0.55,0.0,0.03982317679301446,1.05
1.45,0.12700913244240367,-0.019644977156678012,-1.2273885917462088,0.02535374947728068,-0.5162797836086805,-0.9815357214204776,0.011446136186200929,-0.1142819359875586,-0.9699013481139939,0.06723924289261354,-0.044123343727818724,-1.0611591965524774,0.024527623812953463,-0.28723501517056965,-1.0132330759399273,0.00843067003061609,-0.16131794209281913,-0.9988198392120666,-0.008665931994043509,-0.015212145910267013,0.014799939634955885,-0.0001151176020297908,0.003784251451679009,-0.0022856542209072975,-0.005004989730890549,-0.02725661086768099,-0.004353878966807206,0.17865013360232374,0.01523878078944892,0.01506647656284597,0.18813622574985586,0.09338429258581901,0.55,0.0,0.05586906788425458,1.05
1.51,0.026264068762503843,0.1034452378193771,-1.0699108754772666,-0.016511626142799187,-0.0933265891427463,-1.058072546643708,0.03920118698445284,-0.29420308210865015,-1.0008535424410412,0.0515330394324359,-0.07861780972817435,-1.0257143673909823,0.028073478703714145,-0.2585654568103325,-1.0119343087468011,-0.0011567713547130307,-0.20474150402977706,-1.0034724044580563,-0.009237256516582807,-0.02031030506930222,0.020853953053657497,0.0020857777240961004,0.016852528248654717,0.0007700133085175804,-0.00563935136545282,-0.025550129252473627,-0.00273392684903494,0.17865013360232374,0.02718938715549351,-0.0065200074040014,0.18813622574985586,0.09338429258581901,0.55,0.0,0.07091315918037121,1.05
1.57,-0.0591421965252267,-0.1060282080888747,-0.9043009563633303,0.08215359253815815,-0.1658800838400453,-1.0569931811597906,-0.12256809948086389,-0.312773959816646,-1.0896556846317391,0.04298453164466625,-0.11644354067609013,-0.9935756917806812,0.03329419307679951,-0.22728232699458234,-1.0012552249402027,-0.010145306132258421,-0.2390240900334249,-1.001513678024583,-0.005025337012499138,-0.022257450432721412,0.018902281506950697,0.003071400510345669,0.018406340838375498,0.006287100951588957,-0.005287164673776542,-0.02017666659192017,0.0011592240188838115,0.17865013360232374,0.04029411012936962,-0.017654450283643146,0.18813622574985586,0.07901338855628995,0.55,0.0,0.08279035973003149,1.05
1.63,0.008506124479335233,-0.17282163153636565,-0.8367558362625568,0.012337354360237826,-0.14378940904997986,-0.9725083010095326,0.028434762134149225,-0.28476583652241527,-1.0395190631499085,0.047029105126647625,-0.14642022526861018,-0.9793210087514338,0.03703367468059323,-0.21462673590650283,-0.9795452351010802,-0.017788432219075414,-0.2617048719043883,-0.9917566101192765,0.002378198449203924,-0.017634535000948578,0.008384134872378218,0.002201322675615555,0.007458252855444304,0.012774092072313663,-0.004502741120753325,-0.013356477818092787,0.005740177553341699,0.17865013360232374,0.05067953130738083,-0.017654450283643146,0.18813622574985586,0.07901338855628995,0.5363297030691451,0.0,0.08279035973003149,1.05
1.69,0.04601172040210707,-0.2086935537788411,-0.8742596423241761,0.060285727548248284,-0.22684469512509026,-0.932473653969689,-0.013129445825966654,-0.23565778169951831,-0.935784712194405,0.0634696270662937,-0.1552135337268036,-0.9905536188539605,0.036409604818020094,-0.23457480381764895,-0.9485785654017258,-0.024693478814750185,-0.27491444468105664,-0.9769352453402643,0.009670487562617545,-0.005171924117344285,-0.006608543185099649,-0.00036835789675851286,-0.011738198792381863,0.018223501142594925,-0.004068398598643222,-0.007781637361724607,0.008715563416910254,0.17865013360232374,0.05067953130738083,-0.017654450283643146,0.18813622574985586,0.07901338855628995,0.5256013015904706,0.0,0.09522457166208934,1.0379766581591694
1.75,0.13048829330367087,-0.26523143868298105,-0.9970080687962617,0.06220298031709085,-0.222307342002087,-0.8953827309768927,-0.026782271417767768,-0.22763999628269568,-0.9170947290384562,0.08666698871526549,-0.13360011104976377,-1.0233962076189014,0.03005953921023543,-0.2888358573985866,-0.9128282290146361,-0.03224579285087299,-0.2831911389031052,-0.9626456324023721,0.013650337277500335,0.012723323855029363,-0.019321821397343474,-0.003739312289529269,-0.0319444578765678,0.021043729743386655,-0.004442731142460767,-0.004872405800628392,0.008410011645310494,0.17865013360232374,0.05067953130738083,-0.007323133764312371,0.18813622574985586,0.10033860670261605,0.5132155989791768,0.01065349350646231,0.09522457166208934,1.0379766581591694
1.81,0.15389286983367628,-0.12685892159147805,-1.161948277087669,0.026071817303644936,-0.27403652341911405,-0.8844909520028177,-0.039704226003701173,-0.27270877059115173,-0.9607046897356698,0.10849317948215516,-0.0816828523656746,-1.064532182480774,0.01876267528223661,-0.36621310789039796,-0.8780332001269302,-0.04166991264006215,-0.28998208094141914,-0.9547003553399357,0.012846723460394761,0.03055832225881503,-0.02419909833630717,-0.00664668048841699,-0.045545598564278165,0.020483491584726652,-0.005543941604484929,-0.003994754535145117,0.0046809681530508305,0.16207974607118816,0.028251271054653675,0.006928423081144459,0.18813622574985586,0.12714595204041412,0.5011608626128322,0.01065349350646231,0.09522457166208934,1.0379766581591694
1.87,0.12696556528569375,-0.03416893909286846,-1.2802000737513461,-0.03855166991199782,-0.4720118902664307,-0.8731085523542348,-0.11187280222159321,-0.25886472888710327,-0.960506912136136,0.12202610704058421,-0.00999868748198656,-1.0986427400907288,0.005075533277848874,-0.4458186531754989,-0.8500561910205527,-0.05347409964028862,-0.2951802920847204,-0.9567464252781509,0.007966640121017552,0.04218354114834663,-0.02007081831221781,-0.008052157801659694,-0.04684377151598783,0.01646743156081136,-0.006949127992288233,-0.003059206802276178,-0.0012046102854479266,0.16207974607118816,0.0034162949980666817,0.01874602440069091,0.19835584208416504,0.15472529002021537,0.5011608626128322,0.01065349350646231,0.09522457166208934,1.0379766581591694
1.93,0.1657353878821194,0.21965446333516567,-1.2042357318816377,-0.016662487463404957,-0.6566586716691225,-0.8327795329096864,0.027777871279466144,-0.3114692686260316,-0.9268847202153817,0.12402816909107538,0.06437473852376668,-1.1165246887574598,-0.007904051834651727,-0.503825096427962,-0.8341452078570313,-0.06715570824863906,-0.2949542256411096,-0.9691577509147483,0.0011799481421287227,0.04376090959130257,-0.010534568079755025,-0.007641424075042051,-0.034130784640642384,0.009362619963395023,-0.008056230930655392,0.00013410297059880498,-0.007307347574528871,0.16207974607118816,-0.022350375466689533,0.01874602440069091,0.19835584208416504,0.17482161996477352,0.4859558694464454,0.02274803229962174,0.09522457166208934,1.0379766581591694
