Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Acc3_X,Acc3_Y,Acc3_Z,AccF1_X,AccF1_Y,AccF1_Z,AccF2_X,AccF2_Y,AccF2_Z,AccF3_X,AccF3_Y,AccF3_Z,Vel1_X,Vel1_Y,Vel1_Z,Vel2_X,Vel2_Y,Vel2_Z,Vel3_X,Vel3_Y,Vel3_Z,Pos1_X,Pos1_Y,Pos1_Z,Pos2_X,Pos2_Y,Pos2_Z,Pos3_X,Pos3_Y,Pos3_Z
0.25,2.7755575615628914e-17,2.7755575615628914e-17,-1.0423531071570709,-1.5764212735528997e-16,-2.909100615421257e-17,-1.0244022647378324,3.3514516945181406e-18,1.1688345384182896e-16,-0.9849873095629206,-5.421500476378706e-05,1.970725217542008e-05,-1.0424457359372714,-8.901727101134091e-05,-6.635933672751002e-05,-1.0243614441384756,7.69620260951852e-05,7.161762976601131e-05,-0.985011860631919,-9.235141837675084e-09,-7.508874944682606e-08,7.555171786094699e-09,-6.458789199000406e-10,-9.199761095914256e-08,-1.2774120886654863e-08,-2.0703208115154404e-09,-4.8843047391225296e-08,1.0610645467400322e-08,0.2,0.0,0.0,0.2,0.0,0.55,0.0,0.0,1.05
0.31,-0.00953777928749902,-0.009672593661978451,-1.046286515108607,-0.01411126885195932,0.008548963934602593,-1.0191308980239155,-0.00972649220261411,0.00777800683008279,-0.9916879035055255,-0.003499979685882757,-0.0017947107586604885,-1.0449428362572262,-0.004201546946451623,0.003588730152836699,-1.0234517129587761,-0.001015574973324686,0.0011776756314279193,-0.9869696317816394,-0.0017884165240446314,-0.0009420810318446786,-0.0012990707683788283,-0.0021371458501656514,0.0018838550860207075,0.0004663390726722552,-0.0005675097903324034,0.0005686145105512497,-0.001006917702837824,0.2011937850359431,0.0006286050472773801,0.0008651203059643135,0.20142478574155512,-0.0012663056074559407,0.5496848236691824,0.0003785093997475344,-0.00038319375043344796,1.0506782697365098
0.37,-0.00953777928749902,-0.009672593661978451,-1.046286515108607,-0.0004730422667067935,0.00983304390586817,-1.0226451424998602,0.000269363739849742,0.007508643090233086,-0.9915863793548799,-0.006501099042775292,-0.0034164837510552003,-1.0470964980727775,-0.0077004146624519085,0.006405108592846904,-1.022804944804175,-0.0020379435516782937,0.002095948729115485,-0.9883401447188975,-0.001983854143075319,-0.0010676621714847318,-0.0014246510493082696,-0.002319665595552708,0.0018961915362483588,0.00044197129865409303,-0.0006698125632488302,0.000612558330385499,-0.0009367007171338562,0.20223352271709374,0.0011904682356216082,0.0016112563558155963,0.2026369683218087,-0.0022420398053423387,0.5494607508678916,0.0007327089528233986,-0.0007013294283963812,1.0511530838888024
0.43,-0.009729431778048192,0.00019165249054919897,-1.044655589860409,-0.014584311118666012,0.018382007840470848,-1.0173737757859433,-0.00010152415064552554,-0.006599069791959261,-0.9925000967106897,-0.008817000734217288,-0.004782076395199719,-1.0486073723813343,-0.010132648143619923,0.007980978558719673,-1.0225154419083313,-0.0029727902111791665,0.0027920428552938056,-0.988821135337518,-0.0013192212045385287,-0.0007823929773322081,-0.0008535454627933065,-0.0013710191042266458,0.000886510799108754,0.00015955255341739333,-0.00053847079930793,0.0004018784150541321,-0.00025714650324054454,0.20303586676545773,0.001663577752561771,0.002134698699580123,0.20347961551407,-0.002787999891984161,0.5493604526012066,0.0010565865406136096,-0.0009424912105670954,1.0513197230693838
0.49,-0.007426949074709976,0.0018225777387471027,-1.054249267790985,-0.009132755844371223,0.010306086172574861,-1.0276236555074483,0.000269363739849742,0.007508643090233086,-0.9915863793548799,-0.01043985255190251,-0.005946234749631738,-1.0492821565739678,-0.01126703162266381,0.00854157781372707,-1.0224841594182108,-0.003820255767244874,0.0033899910673303793,-0.9885185566388888,-0.0009029135550076027,-0.0006576775286308198,-0.0003625388977423565,-0.0006129237179261958,0.0002651021453554271,2.606367986624835e-06,-0.00048068649200596356,0.0003278742770860874,0.00020882399029656168,0.20359810371278073,0.0020669003678884107,0.0023684776561266525,0.20387262262500944,-0.0029822194814575036,0.5493496147837557,0.0013501909486139522,-0.0011496503447092383,1.0512148946913469
0.55,-0.007235296584160804,-0.008041668413780548,-1.0558801930391828,-0.01363822658525263,-0.001284079971265607,-1.0208880202618877,-0.009894331791818319,0.006868433531809199,-0.977576046565797,-0.011476453109952257,-0.006914013991730667,-1.0491254010047415,-0.011113890618694942,0.008790412098044797,-1.0225056733316331,-0.004543169145990773,0.004085646296693735,-0.9878436932527683,-0.0006471027414850278,-0.0005874542191230481,5.9434711067131934e-05,3.215218316436363e-05,0.00017700981576160605,-3.589794759445259e-06,-0.0004336531681670399,0.00041100069779923096,0.0003730060586052607,0.20395723393465304,0.0024021874476024144,0.0023141696954384096,0.20381956693031006,-0.0030684281093060085,0.5493570682782003,0.0016006442597639335,-0.001390660071095963,1.05098108829822
0.61,-0.00953777928749902,-0.009672593661978451,-1.046286515108607,-0.008659713577664532,0.00047304226670666225,-1.0293807777454205,-0.009995855942463848,0.00026936373984982084,-0.9850888337135661,-0.011998505075032886,-0.007550454933340959,-1.0483963570072585,-0.00991914940363805,0.009470684348635062,-1.022421947137802,-0.005087573628568057,0.0050523173651447,-0.9872540087860158,-0.00031052617033553364,-0.00037859347994470994,0.000450214517291133,0.0007514386874726781,0.0004467902544157131,5.577244897683675e-05,-0.0003312651225474444,0.0006090530123621805,0.00035160154235859504,0.20413809881707315,0.002622682386365663,0.002061592431672194,0.20340564888414325,-0.003304108403312116,0.5493280613416965,0.0017892531709766545,-0.0017255632240939576,1.0507767921383009
0.67,-0.021569693768885484,-0.011111866419627156,-1.0389953198813693,-0.01411126885195932,0.008548963934602593,-1.0191308980239155,0.000269363739849742,0.007508643090233086,-0.9915863793548799,-0.01200011382784072,-0.007668499172673119,-1.0475285318778371,-0.008126703095335242,0.010915706158132116,-1.0222351864367862,-0.0054338235163057065,0.006352543669859105,-0.987019529762756,1.4391161823104787e-05,-6.902864905007869e-05,0.0005713900122574381,0.0011767443440102723,0.0009162629249790152,0.00011636494020007773,-0.00022037847555112525,0.0008360555550132583,0.00016117815532341612,0.20413885743554397,0.002678346960747552,0.0016523635125783886,0.202560408477508,-0.0039855183937807185,0.5492399930463513,0.0019525296912010696,-0.0023386938966412744,1.0506662219393224
0.74,-0.00953777928749902,-0.009672593661978451,-1.046286515108607,-0.0009460845334134849,0.019666087811736427,-1.0208880202618877,3.3514516945181406e-18,1.1688345384182896e-16,-0.9849873095629206,-0.011476409970974462,-0.0071905535054616115,-1.0469297034768756,-0.0062823858279847525,0.012895339801965208,-1.022105062647655,-0.0055771132264639455,0.007857122048625778,-0.9871554468632644,0.00030334138361355476,0.00027314478845385886,0.00037616074801378774,0.0011292964049420741,0.001211640086846926,8.304823461896637e-05,-9.67028656626351e-05,0.0009221176019137847,-7.604726623834012e-05,0.20395742025528082,0.0025127627034599517,0.0014448994370184188,0.20192144483400712,-0.004671362390501349,0.5491949116648118,0.002002172405553803,-0.002859955015781854,1.0507133104133568
0.8,-0.007426949074709976,0.0018225777387471027,-1.054249267790985,-0.0009460845334134849,0.019666087811736427,-1.0208880202618877,-0.00962496805196858,0.014377076622042169,-0.9841751163577563,-0.010503538576772393,-0.006232088997923376,-1.0468283669613225,-0.004869515813698274,0.014815569924858916,-1.0222454686284712,-0.005465442387021484,0.009238569111222087,-0.9874995209712357,0.0005673601014496986,0.0005658475504307658,4.971102476293931e-05,0.0008168760688390612,0.0011272990111892494,-8.294454085199817e-05,6.928321837698405e-05,0.0008085687126568034,-0.00020719684278768983,0.20362036899967437,0.002180702713161911,0.0014097914052585052,0.20143195607407235,-0.005336626039768668,0.5492435553112494,0.0019634840476957962,-0.003338557295360462,1.0508325148743005
